ROUND,AI RANK,STATE,INSTITUTE,COURSE,QUOTA,CATEGORY,FEE,STIPEND,BOND YRS,BEDS
1,53626,Maharashtra,"Govt Med Coll, Nanded",SPM,AIQ,EWS,"₹ 1,57,100","₹ 93,559",1,750
1,53646,Maharashtra,"DY Patil, Pimpri, Pune",DERMATOLOGY,NRI,GEN,"₹ 1,11,80,000","₹ 85,000",1,2011
1,53647,West Bengal,"Govt. Med College, Kolkata",ORTHOPAEDICS,AIQ,ST,"₹ 12,000","₹ 61,634",3,2668
1,53652,Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",SPM,AIQ,GEN,"₹ 20,000","₹ 67,500",2,500
1,53662,Andhra Pradesh,"Govt Siddhartha, Vijaywada",PHARMACOLOGY,AIQ,GEN,"₹ 30,000","₹ 60,823",0,707
1,53664,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL MEDICINE,MNG,GEN,"₹ 55,00,000","₹ 45,000",1,1050
1,53670,Maharashtra,"JN Med College, Meghe, Wardha",PAEDIATRICS,MNG,GEN,"₹ 42,00,000","₹ 70,000",1,2150
1,53672,Gujarat,"Govt Med Coll, Bhavnagar",MICROBIOLOGY,AIQ,GEN,"₹ 30,000","₹ 1,00,800",1,720
1,53675,Assam,"Assam Med Coll, Dibrugarh",PATHOLOGY,AIQ,SC,"₹ 27,300","₹ 55,200",2,1365
1,53676,Assam,"Assam Med Coll, Dibrugarh",MICROBIOLOGY,AIQ,OBC,"₹ 27,300","₹ 55,200",2,1365
1,53687,Uttar Pradesh,"KGMU, Lucknow",MICROBIOLOGY,AIQ,OBC,"₹ 54,700","₹ 1,26,725",2,4500
1,53689,Tamil Nadu,"SRMC & RI, Chennai",PHARMACOLOGY,MNG,GEN,"₹ 7,00,000","₹ 48,000",0,1800
1,53693,Karnataka,"SDU Med Coll, Kolar",GENERAL SURGERY,MNG,GEN,"₹ 34,00,000","₹ 50,000",1,1100
1,53696,Odisha,"IMS & SUM, Bhubaneswar",IHBT,MNG,GEN,"₹ 10,80,000","₹ 60,000",0,1410
1,53704,Tamil Nadu,"SRM Med Coll, Kancheepuram",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 52,451",0,1590
1,53709,Uttar Pradesh,"KGMU, Lucknow",ANATOMY,AIQ,GEN,"₹ 54,700","₹ 1,26,725",2,4500
1,53710,Goa,"North Dist Asilo Hosp, Mapusa",DNBPATHOLOGY,DNB Post MBBS,EWS,"₹ 1,25,000","₹ 60,000",1,240
1,53712,Madhya Pradesh,"Gajra Raja Med Coll, Gwalior",MICROBIOLOGY,AIQ,GEN,"₹ 1,01,500","₹ 75,444",1,1100
1,53713,Maharashtra,"Krishna IMS, Karad",ORTHOPAEDICS,MNG,GEN,"₹ 41,00,000","₹ 92,470",0,1125
1,53729,Gujarat,"BJMC, Ahmedabad",PHYSIOLOGY,AIQ,OBC,"₹ 30,000","₹ 1,00,800",0,1557
1,53749,Delhi,"UCMS, Delhi",FORENSIC MEDICINE,DU,GEN,"₹ 47,220","₹ 1,32,336",1,1000
1,53766,Kerala,"Govt General Hosp, Thycaud",DNBANAESTHESIOLOGY,DNB Post MBBS,SC,"₹ 1,25,000","₹ 57,876",0,769
1,53771,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN-PwD,"₹ 50,000","₹ 54,025",2,7285
1,53797,Karnataka,"Shri BM Patil, Vijayapura",ANAESTHESIOLOGY,MNG,GEN,"₹ 22,00,000","₹ 45,000",0,1130
1,53803,Maharashtra,"DY Patil, Pimpri, Pune",PAEDIATRICS,MNG,GEN,"₹ 47,00,000","₹ 85,000",1,2011
1,53806,Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",OBG,MNG,GEN,"₹ 46,00,000","₹ 48,000",0,1180
1,53819,Maharashtra,"DY Patil, Navi Mumbai",PAEDIATRICS,MNG,GEN,"₹ 43,50,000","₹ 76,629",1,1662
1,53827,Maharashtra,"JN Med College, Meghe, Wardha",ORTHOPAEDICS,MNG,GEN,"₹ 42,00,000","₹ 70,000",1,2150
1,53829,West Bengal,"Peerless Hospital, Kolkata",DNBMICROBIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 61,634",0,500
1,53831,Tamil Nadu,"Shri Satya Sai, Kancheepuram",RADIO DIAGNOSIS,MNG,GEN,"₹ 55,00,000","₹ 35,000",0,1120
1,53838,Karnataka,"Gadag IMS, Gadag",PHARMACOLOGY,AIQ,GEN,"₹ 68,400","₹ 56,250",1,NA
1,53847,Maharashtra,"JN Med College, Meghe, Wardha",ENT,MNG,GEN,"₹ 24,00,000","₹ 70,000",1,2150
1,53850,Karnataka,"Koppal Inst of MS, Koppal",GENERAL SURGERY,AIQ,ST,"₹ 1,23,400","₹ 56,250",1,NA
1,53852,Tamil Nadu,"Kilpauk Med Coll, Chennai",ANAESTHESIOLOGY,AIQ,ST,"₹ 50,000","₹ 54,025",2,1700
1,53853,Pondicherry,"MGMC & RI, Pondicherry",PAEDIATRICS,MNG,GEN,"₹ 45,00,000","₹ 40,000",0,1380
1,53854,Maharashtra,"Rural Med Coll, LONI",GENERAL SURGERY,MNG,GEN,"₹ 35,00,000","₹ 76,429",1,1275
1,53858,Pondicherry,"Aarupadai Veedu, Pondicherry",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 40,000",0,584
1,53861,Telangana,"Rajiv Gandhi IMS, Adilabad",TBRD,AIQ,ST,"₹ 15,000","₹ 67,032",1,NA
1,53864,Rajasthan,"JLNMC, Ajmer",IHBT,AIQ,SC,"₹ 14,093","₹ 87,216",2,1428
1,53869,Maharashtra,"DY Patil, Navi Mumbai",PAEDIATRICS,MNG,GEN,"₹ 43,50,000","₹ 76,629",1,1662
1,53879,Goa,"Goa Med Coll, Panaji",BIOCHEMISTRY,AIQ,GEN,"₹ 1,22,522","₹ 80,000",1,1160
1,53882,Maharashtra,"DY Patil, Kolhapur",RADIO DIAGNOSIS,NRI,GEN,"₹ 66,22,000","₹ 86,629",0,800
1,53883,Kerala,"Govt Med Coll, Palakkad",PHARMACOLOGY,AIQ,OBC,"₹ 69,470","₹ 57,876",1,NA
1,53903,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PHARMACOLOGY,AIQ,GEN,"₹ 30,000","₹ 60,823",0,715
1,53905,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ENT,AIQ,ST,"₹ 1,01,500","₹ 75,444",1,1150
1,53916,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",OPHTHALMOLOGY,AIQ,ST,"₹ 30,000","₹ 60,823",0,1450
1,53921,Maharashtra,"Rural Med Coll, LONI",RADIATION ONCOLOGY,MNG,GEN,"₹ 35,00,000","₹ 76,429",1,1275
1,53924,Maharashtra,"Grant Med Coll, Mumbai",BIOCHEMISTRY,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,2844
1,53934,Rajasthan,"Govt Medical College, Rampura",DCH(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 62,388",0,NA
1,53935,Karnataka,"JN Medical College, Belgaum",ENT,MNG,GEN,"₹ 27,90,000","₹ 56,250",1,2400
1,53946,Jammu and Kashmir,"Assoc Hosp Govt MC, Baramulla",DFAM(NBEMS),NBE Diploma,OBC,"₹ 1,25,000","₹ 59,500",0,363
1,53948,Bihar,"Darbhanga, Lehriasarai",SPM,AIQ,OBC,"₹ 9,000","₹ 82,000",2,1030
1,53955,Uttar Pradesh,"MLN Med Coll, Allahabad",SPM,AIQ,OBC,"₹ 24,000","₹ 1,10,646",2,NA
1,53964,Maharashtra,"Govt Med Coll, Nagpur",MICROBIOLOGY,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,1866
1,53972,Kerala,"Amrita School of Med, Kochi",ANAESTHESIOLOGY,MNG,GEN,"₹ 29,00,000","₹ 48,000",0,1110
1,53981,Maharashtra,"Grant Med Coll, Mumbai",MICROBIOLOGY,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,2844
1,53990,Madhya Pradesh,"Govt Med Coll, Datia",SPM,AIQ,OBC,"₹ 1,01,500","₹ 75,444",1,540
1,54018,Maharashtra,"DY Patil, Navi Mumbai",ENT,MNG,GEN,"₹ 35,00,000","₹ 76,629",1,1662
1,54019,Maharashtra,"DY Patil, Navi Mumbai",OPHTHALMOLOGY,MNG,GEN,"₹ 44,00,000","₹ 76,629",1,1662
1,54040,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL MEDICINE,MNG,GEN,"₹ 55,00,000","₹ 45,000",1,1050
1,54041,Rajasthan,"SMS, Jaipur",PHYSIOLOGY,AIQ,GEN,"₹ 14,093","₹ 87,216",2,5702
1,54043,Jammu and Kashmir,"Govt Med Coll Hosp, Anantnag",DFAM(NBEMS),NBE Diploma,OBC,"₹ 1,25,000","₹ 59,500",0,363
1,54059,Karnataka,"JN Medical College, Belgaum",ENT,MNG,GEN,"₹ 27,90,000","₹ 56,250",1,2400
1,54073,Tamil Nadu,"Sree Balaji Med Coll, Chennai",DERMATOLOGY,MNG,GEN,"₹ 75,00,000","₹ 25,000",0,1250
1,54095,Assam,"Jorhat Med Coll, Jorhat",ANAESTHESIOLOGY,AIQ,ST,"₹ 27,300","₹ 55,200",2,814
1,54103,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL MEDICINE,MNG,GEN,"₹ 55,00,000","₹ 45,000",1,1050
1,54104,Jammu and Kashmir,"JLNM Hosp, Rainawari",DFAM(NBEMS),NBE Diploma,OBC,"₹ 1,25,000","₹ 48,000",0,200
1,54116,Rajasthan,"JLNMC, Ajmer",MICROBIOLOGY,AIQ,GEN,"₹ 14,093","₹ 87,216",2,1428
1,54132,Assam,"Haji Abdul Majid, Hojai, Assam",DFAM(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 51,500",0,181
1,54155,Tamil Nadu,"Shri Satya Sai, Kancheepuram",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 35,000",0,1120
1,54158,Kerala,"Amrita School of Med, Kochi",ANAESTHESIOLOGY,MNG,GEN,"₹ 29,00,000","₹ 48,000",0,1110
1,54173,Gujarat,"Govt Med Coll, Bhavnagar",PATHOLOGY,AIQ,SC,"₹ 30,000","₹ 1,00,800",1,720
1,54203,Gujarat,"BJMC, Ahmedabad",FORENSIC MEDICINE,AIQ,OBC,"₹ 30,000","₹ 1,00,800",0,1557
1,54208,Telangana,"Malla Reddy IMS, Hyderabad",ANAESTHESIOLOGY,MNG,GEN,"₹ 30,00,000","₹ 45,000",1,940
1,54215,Maharashtra,"Rural Med Coll, LONI",GENERAL SURGERY,MNG,GEN,"₹ 35,00,000","₹ 76,429",1,1275
1,54226,Maharashtra,"MGM Med Coll, Aurangabad",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 88,000",1,700
1,54228,Telangana,"Malla Reddy IMS, Hyderabad",OBG,MNG,GEN,"₹ 50,00,000","₹ 45,000",1,940
1,54234,Telangana,"Kakatiya Med Coll, Warangal",MICROBIOLOGY,AIQ,GEN,"₹ 15,000","₹ 67,032",1,1150
1,54238,Maharashtra,"DY Patil, Pimpri, Pune",PAEDIATRICS,MNG,GEN,"₹ 47,00,000","₹ 85,000",1,2011
1,54239,Telangana,"Gandhi Med Coll, Secunderabad",FORENSIC MEDICINE,AIQ,GEN,"₹ 15,000","₹ 67,032",1,1200
1,54263,Kerala,"Amrita School of Med, Kochi",ANAESTHESIOLOGY,MNG,GEN,"₹ 29,00,000","₹ 48,000",0,1110
1,54264,Uttar Pradesh,"LLRM Med Coll, Meerut",SPM,AIQ,SC,"₹ 24,000","₹ 1,10,646",2,1090
1,54267,Gujarat,"Govt Med Coll, Surat",BIOCHEMISTRY,AIQ,GEN,"₹ 30,000","₹ 1,00,800",0,1150
1,54270,Uttar Pradesh,"KGMU, Lucknow",SPM,AIQ,SC,"₹ 54,700","₹ 1,26,725",2,4500
1,54273,Uttar Pradesh,"JNMC (AMU), Aligarh",PHYSIOLOGY,AIQ,GEN,"₹ 54,700","₹ 1,14,975",0,1269
1,54275,Odisha,"Kalinga IMS, Bhubaneswar",DERMATOLOGY,NRI,GEN,"₹ 68,80,000","₹ 72,000",0,2600
1,54285,Haryana,"BPS Govt Med Coll, Sonepat",BIOCHEMISTRY,AIQ,GEN,"₹ 1,25,000","₹ 1,04,346",0,506
1,54287,Karnataka,"ESI, Bangalore",PHYSIOLOGY,AIQ,GEN,"₹ 2,50,000","₹ 1,14,016",2,530
1,54298,Maharashtra,"BJMC, Pune",MICROBIOLOGY,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,1296
1,54302,Maharashtra,"Rural Med Coll, LONI",GENERAL SURGERY,MNG,GEN,"₹ 35,00,000","₹ 76,429",1,1275
1,54306,West Bengal,"Nilratan Sircar, Kolkata",GENERAL SURGERY,AIQ,ST,"₹ 12,000","₹ 61,634",3,1920
1,54307,Karnataka,"Shri BM Patil, Vijayapura",GENERAL SURGERY,MNG,GEN,"₹ 34,00,000","₹ 45,000",0,1130
1,54310,Uttar Pradesh,"Govt Med Coll, Firozobad",FORENSIC MEDICINE,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,517
1,54315,Maharashtra,"Govt&MPGIMER, Nashik",PATHOLOGY,AIQ,SC,"₹ 1,57,100","₹ 93,559",1,560
1,54322,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 56,010",0,800
1,54324,Maharashtra,"VMMC, Solapur",ANATOMY,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,763
1,54325,Karnataka,"Rajeshwari, Bangalore",TBRD,MNG,GEN,"₹ 42,00,000","₹ 45,000",0,1460
1,54326,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",SPM,AIQ,GEN,"₹ 20,000","₹ 67,500",2,650
1,54331,Karnataka,"JN Medical College, Belgaum",ENT,MNG,GEN,"₹ 27,90,000","₹ 56,250",1,2400
1,54350,Meghalaya,"NEIGRIHMS, Shillong",BIOCHEMISTRY,AIQ,GEN,"₹ 16,300","₹ 1,25,000",0,594
1,54351,Maharashtra,"MGM Med Coll, Aurangabad",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 88,000",1,700
1,54358,Tamil Nadu,"Vinayaka Missions, Salem",OBG,MNG,GEN,"₹ 40,12,000","₹ 35,000",0,560
1,54381,Chhattisgarh,"Pt JNM Med Coll, Raipur",SPM,AIQ,OBC,"₹ 20,000","₹ 67,500",2,1246
1,54395,Maharashtra,"JN Med College, Meghe, Wardha",OPHTHALMOLOGY,MNG,GEN,"₹ 40,00,000","₹ 70,000",1,2150
1,54396,Maharashtra,"Govt Med Coll, Akola",SPM,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,1050
1,54399,Karnataka,"Koppal Inst of MS, Koppal",PHARMACOLOGY,AIQ,GEN,"₹ 68,400","₹ 56,250",1,NA
1,54415,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AIQ,ST,"₹ 30,000","₹ 60,823",0,1450
1,54424,Maharashtra,"Govt Med Coll, Jalgaon",SPM,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,441
1,54425,Gujarat,"MP Shah, Jamnagar",PATHOLOGY,AIQ,SC,"₹ 30,000","₹ 1,00,800",1,1250
1,54443,Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",GENERAL SURGERY,MNG,GEN,"₹ 36,00,000","₹ 48,000",0,1180
1,54451,Jammu and Kashmir,"Govt Med Coll, Jammu",PHYSIOLOGY,AIQ,GEN,"₹ 25,000","₹ 63,240",0,2663
1,54464,Maharashtra,"JN Med College, Meghe, Wardha",ANAESTHESIOLOGY,MNG,GEN,"₹ 24,00,000","₹ 70,000",1,2150
1,54470,Assam,"Tezpur Med Coll, Tezpur",SPM,AIQ,GEN,"₹ 27,300","₹ 55,200",2,500
1,54471,Haryana,"MMIMS, Mullana, Ambala",ANAESTHESIOLOGY,MNG,GEN,"₹ 20,95,000","₹ 56,100",1,940
1,54484,Odisha,"FakirMohanMed,Balasore,Odisha",DCH(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 70,686",2,360
1,54486,Maharashtra,"Seth GS, Mumbai",PHYSIOLOGY,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,2250
1,54492,Gujarat,"PDU Med Coll, Rajkot",SPM,AIQ,ST,"₹ 30,000","₹ 1,00,800",0,750
1,54495,Assam,"Marwari Hospitals, Guwahati",DFAM(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 55,200",0,NA
1,54497,Maharashtra,"Govt Med Coll, Nagpur",MICROBIOLOGY,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,1866
1,54499,Maharashtra,"JN Med College, Meghe, Wardha",PSYCHIATRY,MNG,GEN,"₹ 28,00,000","₹ 70,000",1,2150
1,54550,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",PHARMACOLOGY,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,460
1,54553,Karnataka,"Siddhartha Med Coll, Tumkur",OBG,MNG,GEN,"₹ 60,00,000","₹ 35,000",0,960
1,54557,Pondicherry,"Vinayaka Missions, Karaikal",PAEDIATRICS,MNG,GEN,"₹ 36,00,000","₹ 43,000",0,590
1,54566,Pondicherry,"Aarupadai Veedu, Pondicherry",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 40,000",0,584
1,54575,Andhra Pradesh,"Andhra Med Coll, Vizag",MICROBIOLOGY,AIQ,EWS,"₹ 30,000","₹ 60,823",0,1030
1,54590,Pondicherry,"Aarupadai Veedu, Pondicherry",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 40,000",0,584
1,54593,Assam,"Marwari Hospitals, Guwahati",DFAM(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 55,200",0,NA
1,54594,Gujarat,"Medical College, Baroda",ANATOMY,AIQ,GEN,"₹ 30,000","₹ 1,00,800",0,1250
1,54598,Karnataka,"Rajeshwari, Bangalore",OBG,MNG,GEN,"₹ 52,00,000","₹ 45,000",0,1460
1,54605,Uttar Pradesh,"JNMC (AMU), Aligarh",SPM,AIQ,SC,"₹ 54,700","₹ 1,14,975",0,1269
1,54613,Himachal Pradesh,"RPG, Tanda",ANAESTHESIOLOGY,AIQ,ST,"₹ 24,000","₹ 40,000",2,828
1,54615,Delhi,"Lady Hardinge, Delhi",PHYSIOLOGY,AIQ,OBC,"₹ 16,200","₹ 1,26,927",1,877
1,54632,Maharashtra,"MGM Med Coll, Navi Mumbai",ANAESTHESIOLOGY,MNG,GEN,"₹ 30,00,000","₹ 88,000",1,1740
1,54634,Gujarat,"PDU Med Coll, Rajkot",PATHOLOGY,AIQ,SC,"₹ 30,000","₹ 1,00,800",1,750
1,54636,Tamil Nadu,"Rajah Muthiah, Annamalainagar",SPM,AIQ,SC,"₹ 50,000","₹ 54,025",2,1400
1,54639,Maharashtra,"Rural Med Coll, LONI",ANAESTHESIOLOGY,MNG,GEN,"₹ 22,40,000","₹ 76,429",1,1275
1,54641,Bihar,"Sadar Hospital, East Champaran",DCH(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 82,000",2,NA
1,54650,Uttar Pradesh,"GSVM Med Coll, Kanpur",SPM,AIQ,SC,"₹ 24,000","₹ 1,10,646",2,2083
1,54653,Andhra Pradesh,"SV Med Coll, Tirupati",TBRD,AIQ,ST,"₹ 30,000","₹ 60,823",0,940
1,54656,Delhi,"ESIC Dental College, Rohini",DNBPAEDIATRICS,DNB Post MBBS,ST,"₹ 1,25,000","₹ 1,22,000",2,300
1,54659,Karnataka,"Shri BM Patil, Vijayapura",GENERAL SURGERY,MNG,GEN,"₹ 34,00,000","₹ 45,000",0,1130
1,54664,Telangana,"Osmania Med Coll, Hyderabad",DO,AIQ,SC,"₹ 15,000","₹ 67,032",1,4800
1,54666,Telangana,"Gandhi Med Coll, Secunderabad",PATHOLOGY,AIQ,SC,"₹ 15,000","₹ 67,032",1,1200
1,54673,Delhi,"VMMC, Delhi",FORENSIC MEDICINE,IP,GEN,"₹ 15,000","₹ 1,20,965",1,1550
1,54674,Karnataka,"Rajeshwari, Bangalore",OBG,MNG,GEN,"₹ 52,00,000","₹ 45,000",0,1460
1,54675,Maharashtra,"Krishna IMS, Karad",ANAESTHESIOLOGY,MNG,GEN,"₹ 27,00,000","₹ 92,470",0,1125
1,54677,Pondicherry,"Aarupadai Veedu, Pondicherry",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 40,000",0,584
1,54678,Tamil Nadu,"SRM Med Coll, Kancheepuram",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 52,451",0,1590
1,54679,Pondicherry,"MGMC & RI, Pondicherry",OBG,MNG,GEN,"₹ 55,00,000","₹ 40,000",0,1380
1,54681,Tamil Nadu,"SRM Med Coll, Kancheepuram",ANAESTHESIOLOGY,MNG,GEN,"₹ 35,00,000","₹ 52,451",0,1590
1,54702,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL MEDICINE,MNG,GEN,"₹ 55,00,000","₹ 45,000",1,1050
1,54712,Karnataka,"Siddhartha Med Coll, Tumkur",OBG,MNG,GEN,"₹ 60,00,000","₹ 35,000",0,960
1,54715,Pondicherry,"Vinayaka Missions, Karaikal",PAEDIATRICS,MNG,GEN,"₹ 36,00,000","₹ 43,000",0,590
1,54737,Tamil Nadu,"ACS Med Coll, Chennai",PAEDIATRICS,MNG,GEN,"₹ 45,00,000","₹ 47,000",0,1050
1,54744,Gujarat,"Govt Med Coll, Bhavnagar",MICROBIOLOGY,AIQ,GEN,"₹ 30,000","₹ 1,00,800",1,720
1,54749,Madhya Pradesh,"MGM Med Coll, Indore",PATHOLOGY,AIQ,SC,"₹ 1,01,500","₹ 75,444",1,1300
1,54751,Karnataka,"Yenepoya Med Coll, Mangalore",ORTHOPAEDICS,MNG,GEN,"₹ 40,00,000","₹ 55,000",0,910
1,54756,Karnataka,"SDU Med Coll, Kolar",ORTHOPAEDICS,MNG,GEN,"₹ 34,00,000","₹ 50,000",1,1100
1,54773,Rajasthan,"Govt District Hosp, Bundi",DFAM(NBEMS),NBE Diploma,EWS,"₹ 1,25,000","₹ 62,388",0,NA
1,54778,Maharashtra,"Rural Med Coll, LONI",ANAESTHESIOLOGY,MNG,GEN,"₹ 22,40,000","₹ 76,429",1,1275
1,54781,Maharashtra,"Rural Med Coll, LONI",ANAESTHESIOLOGY,MNG,GEN,"₹ 22,40,000","₹ 76,429",1,1275
1,54785,Telangana,"NIMS, Hyderabad",BIOCHEMISTRY,AIQ,OBC,"₹ 72,000","₹ 1,16,844",1,1498
1,54807,Bihar,"Nalanda Med Coll, Patna",PHARMACOLOGY,AIQ,GEN,"₹ 9,000","₹ 82,000",2,750
1,54808,Maharashtra,"Indira Gandhi MedColl, Nagpur",MICROBIOLOGY,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,822
1,54828,Odisha,"Kalinga IMS, Bhubaneswar",PAEDIATRICS,NRI,GEN,"₹ 51,60,000","₹ 72,000",0,2600
1,54832,Tamil Nadu,"SRM Med Coll, Kancheepuram",OPHTHALMOLOGY,MNG,GEN,"₹ 35,00,000","₹ 52,451",0,1590
1,54833,Pondicherry,"SLIMS, Pondicherry",RADIO DIAGNOSIS,MNG,GEN,"₹ 70,00,000",₹ 0,0,1230
1,54843,Tamil Nadu,"Shri Satya Sai, Kancheepuram",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 35,000",0,1120
1,54848,Andhra Pradesh,"Govt Siddhartha, Vijaywada",ANAESTHESIOLOGY,AIQ,ST,"₹ 30,000","₹ 60,823",0,707
1,54849,Telangana,"Malla Reddy(Women), Hyderabad",PSYCHIATRY,MNG,GEN,"₹ 25,00,000","₹ 45,000",1,1050
1,54851,Kerala,"TD Med Coll, Allepey",OPHTHALMOLOGY,AIQ,ST,"₹ 69,470","₹ 57,876",1,1050
1,54860,Tamil Nadu,"SRMC & RI, Chennai",ANAESTHESIOLOGY,MNG,GEN,"₹ 32,00,000","₹ 48,000",0,1800
1,54861,West Bengal,"Islampur SDH-ISSH,Sukantapally",DGO(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 61,634",0,NA
1,54874,Maharashtra,"MGM Med Coll, Aurangabad",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 88,000",1,700
1,54889,Pondicherry,"Vinayaka Missions, Karaikal",PAEDIATRICS,MNG,GEN,"₹ 36,00,000","₹ 43,000",0,590
1,54895,Maharashtra,"MGM Med Coll, Navi Mumbai",EMERGENCY MEDICINE,MNG,GEN,"₹ 30,00,000","₹ 88,000",1,1740
1,54905,Telangana,"Osmania Med Coll, Hyderabad",MICROBIOLOGY,AIQ,EWS,"₹ 15,000","₹ 67,032",1,4800
1,54909,Tamil Nadu,"Sree Balaji Med Coll, Chennai",GENERAL MEDICINE,MNG,GEN,"₹ 55,00,000","₹ 25,000",0,1250
1,54917,Gujarat,"MP Shah, Jamnagar",PATHOLOGY,AIQ,SC,"₹ 30,000","₹ 1,00,800",1,1250
1,54918,Delhi,"UCMS, Delhi",MICROBIOLOGY,AIQ,EWS,"₹ 47,220","₹ 1,32,336",1,1000
1,54927,Assam,"Haji Abdul Majid, Hojai, Assam",DFAM(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 51,500",0,181
1,54933,Karnataka,"Bangalore Med Coll, Bangalore",SPM,AIQ,EWS,"₹ 68,400","₹ 56,250",1,1993
1,54952,Maharashtra,"Datta Meghe Med Coll, Nagpur",ORTHOPAEDICS,MNG,GEN,"₹ 42,00,000","₹ 70,000",1,925
1,54960,Maharashtra,"Krishna IMS, Karad",ANAESTHESIOLOGY,MNG,GEN,"₹ 27,00,000","₹ 92,470",0,1125
1,54963,Tamil Nadu,"Sree Balaji Med Coll, Chennai",DERMATOLOGY,MNG,GEN,"₹ 75,00,000","₹ 25,000",0,1250
1,54966,Telangana,"Malla Reddy(Women), Hyderabad",RADIO DIAGNOSIS,MNG,GEN,"₹ 60,00,000","₹ 45,000",1,1050
1,54970,Telangana,"Malla Reddy IMS, Hyderabad",ENT,MNG,GEN,"₹ 30,00,000","₹ 45,000",1,940
1,54976,Maharashtra,"DY Patil, Pimpri, Pune",OPHTHALMOLOGY,MNG,GEN,"₹ 45,00,000","₹ 85,000",1,2011
1,54984,West Bengal,"IPGMER, Kolkata",PATHOLOGY,AIQ,SC,"₹ 12,000","₹ 61,634",3,2300
1,54991,Maharashtra,"Krishna IMS, Karad",OPHTHALMOLOGY,MNG,GEN,"₹ 38,00,000","₹ 92,470",0,1125
1,55007,Maharashtra,"MGM Med Coll, Navi Mumbai",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 88,000",1,1740
1,55020,Assam,"Haji Abdul Majid, Hojai, Assam",DFAM(NBEMS),NBE Diploma,GEN,"₹ 1,25,000","₹ 51,500",0,181
1,55025,Maharashtra,"Rural Med Coll, LONI",ANAESTHESIOLOGY,MNG,GEN,"₹ 22,40,000","₹ 76,429",1,1275
1,55027,Madhya Pradesh,"Govt Med Coll, Ratlam",MICROBIOLOGY,AIQ,GEN,"₹ 1,01,500","₹ 75,444",1,300
1,55029,Karnataka,"SDU Med Coll, Kolar",ENT,MNG,GEN,"₹ 30,50,000","₹ 50,000",1,1100
1,55037,Delhi,"UCMS, Delhi",PHARMACOLOGY,DU,GEN,"₹ 47,220","₹ 1,32,336",1,1000
1,55045,West Bengal,Calcutta National Med Coll,BIOCHEMISTRY,AIQ,GEN,"₹ 12,000","₹ 61,634",3,1470
