ROUND,AI RANK,STATE,INSTITUTE,COURSE,QUOTA,CATEGORY,FEE,STIPEND,BOND YRS,BEDS
1,55050,Maharashtra,"MGM Med Coll, Navi Mumbai",PSYCHIATRY,MNG,GEN,"₹ 30,00,000","₹ 88,000",1,1740
1,55053,Telangana,"Malla Reddy IMS, Hyderabad",OBG,MNG,GEN,"₹ 50,00,000","₹ 45,000",1,940
1,55066,Punjab,"Guru Govind Singh, Faridkot",PSYCHIATRY,AIQ,ST,"₹ 1,25,000","₹ 76,000",2,1025
1,55068,Telangana,"Malla Reddy IMS, Hyderabad",ANAESTHESIOLOGY,MNG,GEN,"₹ 30,00,000","₹ 45,000",1,940
1,55080,Rajasthan,"SMS, Jaipur",PHYSIOLOGY,AIQ,OBC,"₹ 14,093","₹ 87,216",2,5702
1,55099,Assam,"Tezpur Med Coll, Tezpur",PATHOLOGY,AIQ,EWS,"₹ 27,300","₹ 55,200",2,500
1,55104,Bihar,"IGIMS, Patna",PATHOLOGY,AIQ,SC,"₹ 1,60,000","₹ 1,22,878",0,1170
1,55110,Tamil Nadu,"Sree Balaji Med Coll, Chennai",GENERAL MEDICINE,MNG,GEN,"₹ 55,00,000","₹ 25,000",0,1250
1,55111,Maharashtra,"BVDU, Pune",PSYCHIATRY,MNG,GEN,"₹ 30,67,700","₹ 86,000",1,856
1,55114,Rajasthan,"ESIC Model Hospital, Jaipur",DA(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 1,30,653",2,300
1,55116,Tamil Nadu,"SRM Med Coll, Kancheepuram",ENT,MNG,GEN,"₹ 35,00,000","₹ 52,451",0,1590
1,55141,Maharashtra,"JN Med College, Meghe, Wardha",TBRD,MNG,GEN,"₹ 37,00,000","₹ 70,000",1,2150
1,55145,Rajasthan,"Govt Med Coll, Kota",MICROBIOLOGY,AIQ,GEN,"₹ 14,093","₹ 87,216",2,2581
1,55151,Maharashtra,"DY Patil, Navi Mumbai",OPHTHALMOLOGY,MNG,GEN,"₹ 44,00,000","₹ 76,629",1,1662
1,55152,Maharashtra,"BVDU, Sangli",ANAESTHESIOLOGY,MNG,GEN,"₹ 24,31,010","₹ 86,000",1,853
1,55155,Delhi,"NorthernRailway CentHosp,Delhi",DNBMICROBIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 1,26,927",0,413
1,55159,Kerala,"Amrita School of Med, Kochi",ANAESTHESIOLOGY,MNG,GEN,"₹ 29,00,000","₹ 48,000",0,1110
1,55172,Maharashtra,"Krishna IMS, Karad",GENERAL SURGERY,MNG,GEN,"₹ 38,00,000","₹ 92,470",0,1125
1,55173,Rajasthan,"SMS, Jaipur",BIOCHEMISTRY,AIQ,GEN,"₹ 14,093","₹ 87,216",2,5702
1,55181,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PATHOLOGY,AIQ,SC,"₹ 30,000","₹ 60,823",0,715
1,55192,Maharashtra,"DY Patil, Pimpri, Pune",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 85,000",1,2011
1,55200,Karnataka,"Rajeshwari, Bangalore",OBG,MNG,GEN,"₹ 52,00,000","₹ 45,000",0,1460
1,55201,Rajasthan,"Govt Med Coll, Pali",MICROBIOLOGY,AIQ,GEN,"₹ 89,489","₹ 87,216",2,NA
1,55206,Maharashtra,"JN Med College, Meghe, Wardha",ANAESTHESIOLOGY,MNG,GEN,"₹ 24,00,000","₹ 70,000",1,2150
1,55215,Andhra Pradesh,"Andhra Med Coll, Vizag",ANATOMY,AIQ,OBC,"₹ 30,000","₹ 60,823",0,1030
1,55233,Karnataka,"Mandya IMS, Mandya",ENT,AIQ,ST,"₹ 1,23,400","₹ 56,250",1,910
1,55240,Maharashtra,"Govt Med Coll, Akola",PHARMACOLOGY,AIQ,OBC,"₹ 1,57,100","₹ 93,559",1,1050
1,55250,West Bengal,Calcutta National Med Coll,SPM,AIQ,OBC,"₹ 12,000","₹ 61,634",3,1470
1,55254,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",SPM,AIQ,OBC,"₹ 24,000","₹ 1,10,646",2,NA
1,55261,Tamil Nadu,"Madurai Med Coll, Madurai",PHYSIOLOGY,AIQ,GEN,"₹ 50,000","₹ 54,025",2,3518
1,55271,Assam,"Assam Med Coll, Dibrugarh",ENT,AIQ,ST,"₹ 27,300","₹ 55,200",2,1365
1,55272,Rajasthan,"JLNMC, Ajmer",FORENSIC MEDICINE,AIQ,GEN,"₹ 14,093","₹ 87,216",2,1428
1,55274,Uttar Pradesh,"Govt Med Coll, Azamgarh",PHARMACOLOGY,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,550
1,55278,Maharashtra,"Govt Med Coll, Nagpur",DERMATOLOGY,AIQ,ST-PwD,"₹ 1,57,100","₹ 93,559",1,1866
1,55282,Gujarat,"MP Shah, Jamnagar",PHARMACOLOGY,AIQ,SC,"₹ 30,000","₹ 1,00,800",0,1250
1,55304,Haryana,"Pt BD Sharma, Rohtak",FORENSIC MEDICINE,AIQ,OBC,"₹ 1,25,000","₹ 1,04,346",0,2080
1,55312,Pondicherry,"MGMC & RI, Pondicherry",PAEDIATRICS,MNG,GEN,"₹ 45,00,000","₹ 40,000",0,1380
1,55318,Pondicherry,"IGMC & RI, Pondicherry",SPM,AIQ,SC,"₹ 1,10,000","₹ 43,000",0,750
1,55321,Telangana,"Osmania Med Coll, Hyderabad",BIOCHEMISTRY,AIQ,GEN,"₹ 15,000","₹ 67,032",1,4800
1,55328,Tamil Nadu,"SRMC & RI, Chennai",RADIO DIAGNOSIS,NRI,GEN,"₹ 64,50,000","₹ 48,000",0,1800
1,55334,West Bengal,"Suri Sadar Hospital, Birbhum",DNBOBG,DNB Post MBBS,ST,"₹ 1,25,000","₹ 61,634",0,766
1,55362,Karnataka,"JSS Med Coll, Mysore",PATHOLOGY,MNG,GEN,"₹ 9,40,000","₹ 45,000",0,2060
1,55368,Maharashtra,"MGM Med Coll, Navi Mumbai",PSYCHIATRY,MNG,GEN,"₹ 30,00,000","₹ 88,000",1,1740
1,55389,Gujarat,"Govt Med Coll, Surat",FORENSIC MEDICINE,AIQ,EWS,"₹ 30,000","₹ 1,00,800",0,1150
1,55392,Delhi,"VMMC, Delhi",SPM,IP,OBC,"₹ 15,000","₹ 1,20,965",1,1550
1,55395,Maharashtra,"MGM Med Coll, Aurangabad",OPHTHALMOLOGY,MNG,GEN,"₹ 40,00,000","₹ 88,000",1,700
1,55398,Rajasthan,"Govt Med Coll, Kota",PATHOLOGY,AIQ,SC,"₹ 14,093","₹ 87,216",2,2581
1,55404,Telangana,"Malla Reddy(Women), Hyderabad",OPHTHALMOLOGY,MNG,GEN,"₹ 40,00,000","₹ 45,000",1,1050
1,55439,Assam,"Fakhruddin Ali Ahmed, Barpeta",SPM,AIQ,OBC,"₹ 27,300","₹ 55,200",2,470
1,55441,Tripura,"ILS Hosp, Kunjaban, Agartala",DFAM(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",Info not available,0,NA
1,55443,Madhya Pradesh,"Govt Med Coll, Shivpuri",SPM,AIQ,OBC,"₹ 1,01,500","₹ 75,444",1,520
1,55445,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",OBG,MNG,GEN,"₹ 50,00,000","₹ 56,010",0,800
1,55449,Karnataka,"Shri Atal Bihari Vajpayee, BLR",BIOCHEMISTRY,AIQ,GEN,"₹ 40,900","₹ 56,250",1,956
1,55452,Karnataka,"SDU Med Coll, Kolar",ORTHOPAEDICS,MNG,GEN,"₹ 34,00,000","₹ 50,000",1,1100
1,55460,Jammu and Kashmir,"Govt Dist Hosp, Shopian Kashmir",DCH(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 48,000",0,105
1,55487,Rajasthan,"SNMC, Jodhpur",PHARMACOLOGY,AIQ,OBC,"₹ 14,093","₹ 87,216",2,3101
1,55493,Maharashtra,"JN Med College, Meghe, Wardha",ENT,MNG,GEN,"₹ 24,00,000","₹ 70,000",1,2150
1,55512,Tamil Nadu,"SRM Med Coll, Kancheepuram",ORTHOPAEDICS,MNG,GEN,"₹ 45,00,000","₹ 52,451",0,1590
1,55529,Rajasthan,"RUHS, Jaipur",PHARMACOLOGY,AIQ,OBC,"₹ 89,489","₹ 87,216",2,300
1,55531,Delhi,"MAMC, Delhi",SPM,DU,SC,"₹ 16,200","₹ 1,32,336",1,2800
1,55536,Maharashtra,"JN Med College, Meghe, Wardha",TBRD,MNG,GEN,"₹ 37,00,000","₹ 70,000",1,2150
1,55569,Rajasthan,"JLNMC, Ajmer",PHARMACOLOGY,AIQ,GEN,"₹ 14,093","₹ 87,216",2,1428
1,55572,Madhya Pradesh,"Gandhi Med Coll, Bhopal",MICROBIOLOGY,AIQ,GEN,"₹ 1,01,500","₹ 75,444",1,1135
1,55582,Karnataka,"Bidar IMS, Bidar",FORENSIC MEDICINE,AIQ,GEN,"₹ 68,400","₹ 56,250",1,500
1,55632,Maharashtra,"BVDU, Sangli",ANAESTHESIOLOGY,MNG,GEN,"₹ 24,31,010","₹ 86,000",1,853
1,55636,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PAEDIATRICS,MNG,GEN,"₹ 48,00,000","₹ 56,010",0,800
1,55639,Delhi,"ABVIMS (Dr RML Hosp), Delhi",OPHTHALMOLOGY,IP,ST,"₹ 51,000","₹ 1,36,008",1,1626
1,55654,Maharashtra,"MGM Med Coll, Aurangabad",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 88,000",1,700
1,55656,Maharashtra,"DY Patil, Pimpri, Pune",EMERGENCY MEDICINE,MNG,GEN,"₹ 48,00,000","₹ 85,000",1,2011
1,55666,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",OBG,MNG,GEN,"₹ 50,00,000","₹ 56,010",0,800
1,55672,Jharkhand,"Rajendra IMS, Ranchi",ANAESTHESIOLOGY,AIQ,ST,"₹ 1,550","₹ 1,00,770",3,1754
1,55674,Maharashtra,"MGM Med Coll, Aurangabad",ENT,MNG,GEN,"₹ 30,00,000","₹ 88,000",1,700
1,55687,Goa,"Goa Med Coll, Panaji",SPM,AIQ,SC,"₹ 1,22,522","₹ 80,000",1,1160
1,55688,Karnataka,"Kidwai Memorial, Bangalore",BIOCHEMISTRY,AIQ,GEN,"₹ 40,900","₹ 56,250",1,680
1,55695,Gujarat,"Govt Med Coll, Surat",MICROBIOLOGY,AIQ,OBC,"₹ 30,000","₹ 1,00,800",1,1150
1,55696,Maharashtra,"DY Patil, Pimpri, Pune",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 85,000",1,2011
1,55700,Karnataka,"Kasturba Med Coll, Manipal",PHARMACOLOGY,MNG,GEN,"₹ 12,10,000","₹ 56,250",0,2032
1,55715,Maharashtra,"DY Patil, Navi Mumbai",OBG,MNG,GEN,"₹ 68,50,000","₹ 76,629",1,1662
1,55729,Telangana,"Kakatiya Med Coll, Warangal",MICROBIOLOGY,AIQ,OBC,"₹ 15,000","₹ 67,032",1,1150
1,55732,West Bengal,Burdwan Medical College,FORENSIC MEDICINE,AIQ,GEN,"₹ 12,000","₹ 61,634",3,1099
1,55734,Karnataka,"JN Medical College, Belgaum",ENT,MNG,GEN,"₹ 27,90,000","₹ 56,250",1,2400
1,55736,Telangana,"Malla Reddy IMS, Hyderabad",PSYCHIATRY,MNG,GEN,"₹ 25,00,000","₹ 45,000",1,940
1,55739,Rajasthan,"Govt Dist Saadat Hosp, Tonk",DCH(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 62,388",0,NA
1,55741,Tamil Nadu,"Meenakshi Med Coll, Enathur",PAEDIATRICS,MNG,GEN,"₹ 40,00,000","₹ 25,000",0,1110
1,55743,Maharashtra,"DrBSAmbedkar MunGenHosp, Mumbai",DNBGENERAL SURGERY,DNB Post MBBS,ST,"₹ 1,25,000","₹ 80,757",0,444
1,55754,Assam,"Gauhati Med Coll, Guwahati",BIOCHEMISTRY,AIQ,EWS,"₹ 27,300","₹ 55,200",2,2185
1,55756,Rajasthan,"Jhalawar Med Coll, Jhalawar",PATHOLOGY,AIQ,SC,"₹ 89,489","₹ 87,216",2,NA
1,55767,Maharashtra,"JN Med College, Meghe, Wardha",RADIO DIAGNOSIS,NRI,GEN,"₹ 73,10,000","₹ 70,000",1,2150
1,55768,Tamil Nadu,"Vinayaka Missions, Salem",PAEDIATRICS,MNG,GEN,"₹ 40,12,000","₹ 35,000",0,560
1,55774,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PAEDIATRICS,MNG,GEN,"₹ 48,00,000","₹ 56,010",0,800
1,55775,Goa,"Goa Med Coll, Panaji",FORENSIC MEDICINE,AIQ,OBC,"₹ 1,22,522","₹ 80,000",1,1160
1,55787,Tamil Nadu,"Govt HQ Hosp, Karaikudi",DA(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 54,025",2,222
1,55808,Gujarat,"SBKS, Vadodara",PATHOLOGY,MNG,GEN,"₹ 16,50,000","₹ 1,00,800",0,1340
1,55809,Haryana,"MMIMS, Mullana, Ambala",ENT,MNG,GEN,"₹ 20,95,000","₹ 56,100",1,940
1,55810,Maharashtra,"MGIMS, Wardha",FORENSIC MEDICINE,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,1000
1,55814,Maharashtra,"MGM Med Coll, Aurangabad",ANAESTHESIOLOGY,MNG,GEN,"₹ 30,00,000","₹ 88,000",1,700
1,55816,Karnataka,"Gulbarga IMS, Gulbarga",FORENSIC MEDICINE,AIQ,GEN,"₹ 68,400","₹ 56,250",1,873
1,55819,Tamil Nadu,"Saveetha, Kanchipuram",ENT,MNG,GEN,"₹ 30,00,000","₹ 48,000",0,1250
1,55843,Jammu and Kashmir,"Govt Med Coll, Srinagar",ANATOMY,AIQ,GEN,"₹ 32,500","₹ 63,240",0,3120
1,55851,Delhi,"Lady Hardinge, Delhi",OBG,AIQ,GEN-PwD,"₹ 16,200","₹ 1,26,927",1,877
1,55854,Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",GENERAL SURGERY,MNG,GEN,"₹ 36,00,000","₹ 48,000",0,1180
1,55856,Maharashtra,"MGM Med Coll, Aurangabad",EMERGENCY MEDICINE,MNG,GEN,"₹ 30,00,000","₹ 88,000",1,700
1,55861,Andhra Pradesh,"Guntur Med Coll, Guntur",PATHOLOGY,AIQ,SC,"₹ 30,000","₹ 60,823",0,1170
1,55881,Gujarat,"GMERS Med Coll Hosp, Junagadh",DNBCOMMUNITY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 1,00,800",0,650
1,55883,Pondicherry,"Aarupadai Veedu, Pondicherry",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 40,000",0,584
1,55889,Maharashtra,"HurkisondasNurrotumdas, Mumbai",DNBMICROBIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 94,000",0,360
1,55892,Maharashtra,"Krishna IMS, Karad",OPHTHALMOLOGY,MNG,GEN,"₹ 38,00,000","₹ 92,470",0,1125
1,55897,Gujarat,"BJMC, Ahmedabad",FORENSIC MEDICINE,AIQ,SC,"₹ 30,000","₹ 1,00,800",0,1557
1,55919,West Bengal,"Nilratan Sircar, Kolkata",FORENSIC MEDICINE,AIQ,GEN,"₹ 12,000","₹ 61,634",3,1920
1,55925,Karnataka,"K C Gen Hospital, Bangalore",DA(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 56,250",1,503
1,55932,Tamil Nadu,"Rajah Muthiah, Annamalainagar",GENERAL SURGERY,AIQ,ST,"₹ 50,000","₹ 54,025",2,1400
1,55937,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",FORENSIC MEDICINE,AIQ,GEN,"₹ 1,01,500","₹ 75,444",1,300
1,55986,Tamil Nadu,"SRM Med Coll, Kancheepuram",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 52,451",0,1590
1,55991,Pondicherry,"Aarupadai Veedu, Pondicherry",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 40,000",0,584
1,55998,Karnataka,"Shri BM Patil, Vijayapura",GENERAL SURGERY,MNG,GEN,"₹ 34,00,000","₹ 45,000",0,1130
1,56006,Maharashtra,"Datta Meghe Med Coll, Nagpur",PSYCHIATRY,MNG,GEN,"₹ 28,00,000","₹ 70,000",1,925
1,56010,Maharashtra,"Krishna IMS, Karad",ORTHOPAEDICS,MNG,GEN,"₹ 41,00,000","₹ 92,470",0,1125
1,56019,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL MEDICINE,MNG,GEN,"₹ 55,00,000","₹ 45,000",1,1050
1,56022,Maharashtra,"MGM Med Coll, Navi Mumbai",MICROBIOLOGY,MNG,GEN,"₹ 1,00,000","₹ 88,000",1,1740
1,56040,Rajasthan,"Govt Med Coll, Kota",FORENSIC MEDICINE,AIQ,OBC,"₹ 14,093","₹ 87,216",2,2581
1,56048,Tamil Nadu,"SRM Med Coll, Kancheepuram",EMERGENCY MEDICINE,MNG,GEN,"₹ 35,00,000","₹ 52,451",0,1590
1,56049,Tripura,"ILS Hosp, Kunjaban, Agartala",DFAM(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",Info not available,0,NA
1,56051,Gujarat,"BJMC, Ahmedabad",SPM,AIQ,SC,"₹ 30,000","₹ 1,00,800",0,1557
1,56055,Telangana,"Osmania Med Coll, Hyderabad",BIOCHEMISTRY,AIQ,GEN,"₹ 15,000","₹ 67,032",1,4800
1,56082,Bihar,"Nalanda Med Coll, Patna",PHYSIOLOGY,AIQ,GEN,"₹ 9,000","₹ 82,000",2,750
1,56111,Kerala,"Amrita School of Med, Kochi",ANAESTHESIOLOGY,MNG,GEN,"₹ 29,00,000","₹ 48,000",0,1110
1,56113,Uttar Pradesh,"Govt Med Coll, Azamgarh",SPM,AIQ,OBC,"₹ 24,000","₹ 1,10,646",2,550
1,56121,Tamil Nadu,Thanjavur Med Coll,PATHOLOGY,AIQ,EWS,"₹ 50,000","₹ 54,025",2,1466
1,56125,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",ENT,AIQ,ST,"₹ 30,000","₹ 60,823",0,1450
1,56126,Tamil Nadu,"Shri Satya Sai, Kancheepuram",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 35,000",0,1120
1,56129,Maharashtra,"Krishna IMS, Karad",ORTHOPAEDICS,MNG,GEN,"₹ 41,00,000","₹ 92,470",0,1125
1,56145,Maharashtra,"JN Med College, Meghe, Wardha",ORTHOPAEDICS,MNG,GEN,"₹ 42,00,000","₹ 70,000",1,2150
1,56146,Maharashtra,"DY Patil, Navi Mumbai",PAEDIATRICS,MNG,GEN,"₹ 43,50,000","₹ 76,629",1,1662
1,56152,Maharashtra,"Datta Meghe Med Coll, Nagpur",ORTHOPAEDICS,MNG,GEN,"₹ 42,00,000","₹ 70,000",1,925
1,56155,Telangana,"Rajiv Gandhi IMS, Adilabad",PHARMACOLOGY,AIQ,GEN,"₹ 15,000","₹ 67,032",1,NA
1,56157,Andhra Pradesh,"SVIMS, Tirupati",PATHOLOGY,AIQ,SC,"₹ 1,75,000","₹ 96,951",1,1257
1,56159,Karnataka,"Shri BM Patil, Vijayapura",ORTHOPAEDICS,MNG,GEN,"₹ 34,00,000","₹ 45,000",0,1130
1,56163,Jammu and Kashmir,"Govt Med Coll, Jammu",PATHOLOGY,AIQ,EWS,"₹ 25,000","₹ 63,240",0,2663
1,56166,Pondicherry,"MGMC & RI, Pondicherry",OBG,MNG,GEN,"₹ 55,00,000","₹ 40,000",0,1380
1,56170,Haryana,"MMIMS, Mullana, Ambala",ENT,MNG,GEN,"₹ 20,95,000","₹ 56,100",1,940
1,56194,Karnataka,"Shri BM Patil, Vijayapura",ANAESTHESIOLOGY,MNG,GEN,"₹ 22,00,000","₹ 45,000",0,1130
1,56197,Rajasthan,"SK Govt Hosp, Sikar",DCH(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 62,388",0,NA
1,56204,Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",TBRD,MNG,GEN,"₹ 38,00,000","₹ 48,000",0,1180
1,56221,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",MICROBIOLOGY,AIQ,GEN,"₹ 7,00,000","₹ 43,000",3,650
1,56233,Karnataka,"JN Medical College, Belgaum",ENT,MNG,GEN,"₹ 27,90,000","₹ 56,250",1,2400
1,56247,Maharashtra,"DY Patil, Navi Mumbai",PAEDIATRICS,MNG,GEN,"₹ 43,50,000","₹ 76,629",1,1662
1,56248,Telangana,"Malla Reddy(Women), Hyderabad",RADIO DIAGNOSIS,MNG,GEN,"₹ 60,00,000","₹ 45,000",1,1050
1,56256,Odisha,"Ispat Gen Hospital, Rourkela",DGO(NBEMS),NBE Diploma,SC,"₹ 1,25,000","₹ 70,686",0,600
1,56258,Maharashtra,"DY Patil, Pimpri, Pune",ENT,MNG,GEN,"₹ 37,00,000","₹ 85,000",1,2011
1,56263,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",SPM,AIQ,OBC,"₹ 24,000","₹ 1,10,646",2,430
1,56279,Maharashtra,"DY Patil, Navi Mumbai",PAEDIATRICS,MNG,GEN,"₹ 43,50,000","₹ 76,629",1,1662
1,56315,Maharashtra,"HurkisondasNurrotumdas, Mumbai",DNBMICROBIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000","₹ 94,000",0,360
1,56320,Kerala,"Medical College, Trivandrum",ANATOMY,AIQ,GEN,"₹ 69,470","₹ 57,876",1,2126
1,56322,Telangana,"Govt Med Coll, Nizamabad",OPHTHALMOLOGY,AIQ,ST,"₹ 15,000","₹ 67,032",1,500
1,56325,Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",TBRD,MNG,GEN,"₹ 38,00,000","₹ 48,000",0,1180
1,56333,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",EMERGENCY MEDICINE,AIQ,ST,"₹ 50,000","₹ 54,025",2,300
1,56342,Uttar Pradesh,"UP Univ of Med Sci, Etawah",PATHOLOGY,AIQ,SC,"₹ 24,000","₹ 1,10,646",2,1268
1,56345,Bihar,"Darbhanga, Lehriasarai",OPHTHALMOLOGY,AIQ,ST,"₹ 9,000","₹ 82,000",2,1030
1,56350,Tamil Nadu,"Meenakshi Med Coll, Enathur",PAEDIATRICS,MNG,GEN,"₹ 40,00,000","₹ 25,000",0,1110
1,56359,Maharashtra,"DY Patil, Navi Mumbai",PAEDIATRICS,MNG,GEN,"₹ 43,50,000","₹ 76,629",1,1662
1,56365,Haryana,"Kalpana Chawla GMC Hosp,Karnal",DNBPATHOLOGY,DNB Post MBBS,EWS,"₹ 1,25,000","₹ 1,04,346",0,556
1,56370,Maharashtra,"Krishna IMS, Karad",GENERAL SURGERY,MNG,GEN,"₹ 38,00,000","₹ 92,470",0,1125
1,56410,Maharashtra,"MGM Med Coll, Navi Mumbai",GERIATRICS,MNG,GEN,"₹ 30,00,000","₹ 88,000",1,1740
1,56422,Uttar Pradesh,"JNMC (AMU), Aligarh",SPM,AMU,GEN,"₹ 54,700","₹ 1,14,975",0,1269
1,56426,Telangana,"Osmania Med Coll, Hyderabad",FORENSIC MEDICINE,AIQ,GEN,"₹ 15,000","₹ 67,032",1,4800
1,56437,Uttar Pradesh,"MLN Med Coll, Allahabad",DERMATOLOGY,AIQ,GEN-PwD,"₹ 24,000","₹ 1,10,646",2,NA
1,56449,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",MICROBIOLOGY,AIQ,GEN,"₹ 1,57,100","₹ 93,559",1,1177
1,56462,Maharashtra,"MGM Med Coll, Aurangabad",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 88,000",1,700
1,56468,Rajasthan,"SMS, Jaipur",BIOCHEMISTRY,AIQ,GEN,"₹ 14,093","₹ 87,216",2,5702
1,56474,Rajasthan,"SMS, Jaipur",SPM,AIQ,SC,"₹ 14,093","₹ 87,216",2,5702
1,56483,Maharashtra,"MGM Med Coll, Navi Mumbai",RADIO DIAGNOSIS,NRI,GEN,"₹ 1,00,00,000","₹ 88,000",1,1740
1,56493,Gujarat,"MP Shah, Jamnagar",PHYSIOLOGY,AIQ,OBC,"₹ 30,000","₹ 1,00,800",0,1250
1,56511,Uttar Pradesh,"Govt IMS, Kasna",PHYSIOLOGY,AIQ,GEN,"₹ 35,000","₹ 1,10,646",2,500
1,56522,Tamil Nadu,"Madras Med Coll, Chennai",OPHTHALMOLOGY,AIQ,ST,"₹ 50,000","₹ 54,025",2,7285
1,56538,Maharashtra,"Krishna IMS, Karad",GENERAL SURGERY,MNG,GEN,"₹ 38,00,000","₹ 92,470",0,1125
1,56555,Pondicherry,"Aarupadai Veedu, Pondicherry",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000","₹ 40,000",0,584
1,56562,Tamil Nadu,"Stanley Med Coll, Chennai",PHYSIOLOGY,AIQ,OBC,"₹ 50,000","₹ 54,025",2,1661
1,56566,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",PHARMACOLOGY,AIQ,GEN,"₹ 24,000","₹ 1,10,646",2,460
1,56577,Madhya Pradesh,"Govt Med Coll, Ratlam",PHARMACOLOGY,AIQ,GEN,"₹ 1,01,500","₹ 75,444",1,300
1,56579,Karnataka,"Kasturba Med Coll, Manipal",PATHOLOGY,MNG,GEN,"₹ 19,60,000","₹ 56,250",0,2032
1,56587,Karnataka,"Rajeshwari, Bangalore",OBG,MNG,GEN,"₹ 52,00,000","₹ 45,000",0,1460
1,56596,Tamil Nadu,"SRMC & RI, Chennai",ANAESTHESIOLOGY,MNG,GEN,"₹ 32,00,000","₹ 48,000",0,1800
1,56597,Maharashtra,"JN Med College, Meghe, Wardha",ORTHOPAEDICS,MNG,GEN,"₹ 42,00,000","₹ 70,000",1,2150
1,56614,Kerala,"Amrita School of Med, Kochi",ANAESTHESIOLOGY,MNG,GEN,"₹ 29,00,000","₹ 48,000",0,1110
1,56635,Gujarat,"MP Shah, Jamnagar",OPHTHALMOLOGY,AIQ,ST,"₹ 30,000","₹ 1,00,800",1,1250
1,56640,Maharashtra,"DY Patil, Pimpri, Pune",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000","₹ 85,000",1,2011
1,56653,Karnataka,"VIMS, Bellary",PHARMACOLOGY,AIQ,OBC,"₹ 68,400","₹ 56,250",1,1295
1,56655,Karnataka,"SDU Med Coll, Kolar",ORTHOPAEDICS,MNG,GEN,"₹ 34,00,000","₹ 50,000",1,1100
1,56690,Karnataka,"JSS Med Coll, Mysore",PATHOLOGY,MNG,GEN,"₹ 9,40,000","₹ 45,000",0,2060
1,56704,Uttar Pradesh,"SGPGI, Lucknow",ANAESTHESIOLOGY,AIQ,ST,"₹ 35,000","₹ 1,15,506",2,1609
1,56708,Uttarakhand,"Govt Med Coll, Haldwani",SPM,AIQ,OBC,"₹ 1,00,000","₹ 71,257",0,600
1,56711,Uttarakhand,"Doon Med Coll, Dehradun",FORENSIC MEDICINE,AIQ,OBC,"₹ 1,00,000","₹ 71,257",0,750
1,56737,Maharashtra,"BVDU, Pune",EMERGENCY MEDICINE,MNG,GEN,"₹ 32,21,090","₹ 86,000",1,856
1,56749,Gujarat,"PDU Med Coll, Rajkot",MICROBIOLOGY,AIQ,OBC,"₹ 30,000","₹ 1,00,800",1,750
1,56757,Tamil Nadu,"Shri Satya Sai, Kancheepuram",OBG,MNG,GEN,"₹ 55,00,000","₹ 35,000",0,1120
1,56771,Andhra Pradesh,"Andhra Med Coll, Vizag",PHARMACOLOGY,AIQ,OBC,"₹ 30,000","₹ 60,823",0,1030
1,56773,Tamil Nadu,"ACS Med Coll, Chennai",OPHTHALMOLOGY,MNG,GEN,"₹ 32,00,000","₹ 47,000",0,1050
